prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
16	13	300928	41516	2134985	1426799	rand	80	113892.60162	0.0798238585954	3358
16	10	300928	47148	2134985	1769799	rand	85	-584651.614138	-0.330349160633	3358
16	14	300928	52254	2134985	2103934	rand	90	-444727.659794	-0.211379092592	3358
16	10	272128	50759	2134985	2135059	rand	95	-949831.614138	-0.444890377909	3358
16	13	242887	48833	2134985	2135001	rand	100	-594242.39838	-0.278342280548	3358
16	12	186441	46484	2134985	2135038	rand	110	-712784.136966	-0.333862837291	3358
16	20	164256	43639	2134985	2134989	rand	120	235382.771723	0.110254086221	3358
16	14	137947	40933	2134985	2135021	rand	130	-475747.659794	-0.222837428719	3358
16	16	117384	39341	2134985	2135028	rand	140	-238725.182622	-0.111817116388	3358
16	14	103369	38071	2134985	2134992	rand	150	-475767.659794	-0.222844709019	3358
16	15	93800	36739	2134985	2135082	rand	160	-357246.921208	-0.167331276725	3358
16	17	87687	35478	2134985	2135015	rand	170	-120187.444035	-0.0562955196054	3358
16	15	81731	34146	2134985	2135013	rand	180	-357236.921208	-0.167327376561	3358
16	15	77630	33094	2134985	2134994	rand	190	-357195.921208	-0.167311385505	3358
16	17	73445	32215	2134985	2134992	rand	200	-120220.444035	-0.0563101063365	3358
16	14	69306	31219	2134985	2135065	rand	210	-475699.659794	-0.222819955442	3358
16	14	65574	30001	2134985	2135078	rand	220	-475758.659794	-0.222841432901	3358
16	21	61183	28577	2134985	2134994	rand	230	353914.510309	0.165776073441	3358
16	17	57327	27088	2134985	2135001	rand	240	-120209.444035	-0.0563052441429	3358
16	17	52824	26059	2134985	2135041	rand	250	-120183.444035	-0.0562937514862	3358
16	14	49268	25281	2134985	2135003	rand	260	-475739.659794	-0.222834516561	3358
16	13	45681	24482	2134985	2135014	rand	270	-594244.39838	-0.278342956594	3358
16	16	43326	23905	2134985	2135137	rand	280	-238733.182622	-0.111820444522	3358
16	15	40800	23285	2134985	2135075	rand	290	-357249.921208	-0.167332446768	3358
16	17	39587	22984	2134985	2135043	rand	300	-120192.444035	-0.0562977297452	3358
16	17	37996	22658	2134985	2134997	rand	310	-120126.444035	-0.0562685550668	3358
16	16	36422	22207	2134985	2135051	rand	320	-238613.182622	-0.111770519892	3358
16	18	35202	21972	2134985	2135037	rand	330	-1704.70544919	-0.000798468104559	3358
16	18	34081	21728	2134985	2135122	rand	340	-1654.70544919	-0.000775066723432	3358
16	20	33533	21566	2134985	2135018	rand	350	235507.771723	0.110319095874	3358
16	17	32640	21420	2134985	2135043	rand	360	-120166.444035	-0.0562862369054	3358
16	20	31852	21171	2134985	2135008	rand	370	235407.771723	0.110267087543	3358
16	13	31026	21006	2134985	2135216	rand	380	-594288.39838	-0.278357829291	3358
16	23	30674	20941	2134985	2135071	rand	390	590937.987482	0.27679877778	3358
16	24	30195	20821	2134985	2135093	rand	400	709369.726068	0.33225997294	3358
16	15	29670	20756	2134985	2135067	rand	410	-357224.921208	-0.167322696315	3358
16	15	29085	20555	2134985	2135094	rand	420	-357159.921208	-0.167297344071	3358
16	16	28793	20503	2134985	2135087	rand	430	-238659.182622	-0.111789658331	3358
